-74.000762	40.732012
-73.988733	40.693612
-74.005207	40.72148
-73.998258	40.722778
-73.989483	40.720683
-73.989467	40.762706
-74.007413	40.705084
-73.994069	40.74517
-73.99485	40.740292
-73.967762	40.762884
-73.920335	40.743573
-74.007738	40.732196
-73.97416	40.756688
-73.9909	40.750669
-73.981825	40.770482
-73.981182	40.750192
-73.993363	40.733278
-73.958567	40.772527
-73.999987	40.72858
-73.974527	40.787428
-73.990392	40.771975
-73.949752	40.784572
-73.986347	40.747453
-74.068017	40.548183
-74.00959	40.71336
-73.995554	40.724732
-73.950863	40.775148
-73.983178	40.762297
-73.976297	40.751825
-73.997313	40.721788
-73.987232	40.729282
-74.001035	40.736627
-73.997492	40.725695
-73.989482	40.758125
-73.997912	40.682908
-73.989963	40.732926
-74.011265	40.702758
-73.96409	40.776538
-73.981368	40.780698
-74.010332	40.703422
-74.002719	40.734376
-73.862877	40.769266
-73.988549	40.777765
-73.990729	40.733835
-73.968934	40.754214
